id,time,ppg_signal,heart_rate,avg_temp,max_temp,min_temp,thermal_diff,velocity_mean,velocity_peak,flow_direction
1643,32.84,0.277,82.5,36.91,37.29,36.6,0.69,0.37,0.56,1
1644,32.86,0.307,60.2,37.51,37.69,37.46,0.23,0.72,1.01,1
1645,32.88,0.236,77.5,37.47,37.73,36.69,1.04,0.64,0.84,1
1646,32.9,0.314,78.6,36.98,37.16,36.38,0.78,0.73,0.98,0
1647,32.92,0.287,80.7,37.97,38.42,37.44,0.98,0.77,0.91,1
1648,32.94,0.349,74.7,37.1,37.59,36.77,0.82,0.59,0.75,0
1649,32.96,0.363,76.0,37.32,37.86,36.85,1.01,0.52,0.68,0
1650,32.98,0.437,79.9,36.82,37.07,36.67,0.4,0.39,0.53,0
1651,33.0,0.341,82.5,36.41,36.91,36.06,0.85,0.5,0.61,0
1652,33.02,0.332,73.5,36.36,36.78,36.14,0.64,0.6,0.81,1
1653,33.04,0.329,76.3,36.89,37.28,36.44,0.84,0.46,0.68,1
1654,33.06,0.305,83.4,36.69,36.84,36.11,0.73,0.69,0.84,0
1655,33.08,0.344,64.4,35.92,36.35,35.730000000000004,0.62,0.46,0.62,1
1656,33.1,0.316,71.5,36.29,36.73,35.75,0.98,0.34,0.54,1
1657,33.12,0.343,82.3,36.64,37.06,36.2,0.86,0.51,0.71,0
1658,33.14,0.404,80.5,37.16,37.63999999999999,36.62,1.02,0.63,0.88,0
1659,33.16,0.291,77.6,36.79,37.33,36.44,0.89,0.41,0.67,0
1660,33.18,0.403,72.8,36.76,36.94,36.22,0.72,0.47,0.64,1
1661,33.2,0.415,70.6,36.31,36.67,36.05,0.62,0.51,0.71,0
1662,33.22,0.347,72.0,36.81,37.31,36.75,0.56,0.53,0.68,0
1663,33.24,0.251,82.7,37.46,37.81,37.35,0.46,0.64,0.92,0
1664,33.26,0.33,71.9,36.88,37.470000000000006,36.580000000000005,0.89,0.7,0.91,1
1665,33.28,0.429,75.5,36.05,36.47,35.97,0.5,0.53,0.78,1
1666,33.3,0.367,71.2,36.17,36.18,35.46,0.72,0.44,0.62,0
1667,33.32,0.322,79.2,37.09,37.66,36.71,0.95,0.62,0.87,1
1668,33.34,0.35,72.3,36.69,37.07,36.11,0.96,0.68,0.92,0
1669,33.36,0.421,74.5,36.76,36.81,36.2,0.61,0.84,1.1,1
1670,33.38,0.41,66.6,36.49,36.84,36.09,0.75,0.77,0.9,1
1671,33.4,0.375,66.9,37.05,37.2,35.94,1.26,0.41,0.61,0
1672,33.42,0.372,75.0,36.65,37.2,35.66,1.54,0.58,0.83,0
1673,33.44,0.374,68.4,36.71,37.1,36.03,1.07,0.67,0.82,0
1674,33.46,0.351,85.5,36.37,36.59,36.15,0.44,0.47,0.7,0
1675,33.48,0.482,64.7,37.26,37.82,36.57,1.25,0.55,0.78,1
1676,33.5,0.389,71.0,36.69,37.18,36.64,0.54,0.7,0.94,0
1677,33.52,0.469,75.1,37.1,37.45,36.42,1.03,0.64,0.86,1
1678,33.54,0.488,73.2,36.2,36.35,36.31,0.04,0.6,0.83,0
1679,33.56,0.466,69.5,37.67,37.9,37.33,0.57,0.5,0.72,0
1680,33.58,0.398,70.2,37.44,37.67,36.8,0.87,0.38,0.64,0
1681,33.6,0.443,70.0,35.85,36.4,35.370000000000005,1.03,0.55,0.71,0
1682,33.62,0.425,73.6,36.4,36.46,36.3,0.16,0.59,0.81,1
1683,33.64,0.385,84.8,37.04,37.43,36.61,0.82,0.38,0.64,1
1684,33.66,0.45,75.4,36.14,36.49,35.660000000000004,0.83,0.61,0.77,0
1685,33.68,0.379,80.9,36.73,37.34,36.29,1.05,0.66,0.83,0
1686,33.7,0.5,77.5,37.01,37.46,36.69,0.77,0.5,0.73,1
1687,33.72,0.421,80.6,36.71,37.22,36.14,1.08,0.66,0.93,0
1688,33.74,0.458,61.0,37.07,37.36,36.44,0.92,0.64,0.83,0
1689,33.76,0.466,73.5,36.45,36.6,36.080000000000005,0.52,0.55,0.75,0
1690,33.78,0.442,81.5,35.68,36.01,34.98,1.03,0.54,0.76,1
1691,33.8,0.488,72.1,37.29,37.85,36.92,0.93,0.55,0.73,1
1692,33.82,0.439,83.8,37.29,37.84,36.99,0.85,0.47,0.78,1
1693,33.84,0.51,82.4,38.05,38.36,37.38,0.98,0.65,0.8,1
1694,33.86,0.402,72.7,35.7,35.93,35.040000000000006,0.89,0.47,0.67,0
1695,33.88,0.479,72.5,37.18,37.37,36.9,0.47,0.48,0.69,1
1696,33.9,0.574,69.9,35.82,36.19,35.57,0.62,0.67,0.76,0
1697,33.92,0.43,71.9,37.68,38.11,36.93,1.18,0.56,0.72,0
1698,33.94,0.45,68.8,37.04,37.73,36.66,1.07,0.61,0.74,1
1699,33.96,0.513,77.1,36.32,36.74,35.92,0.82,0.34,0.58,1
1700,33.98,0.5,67.7,37.19,37.71,36.84,0.87,0.52,0.64,1
1701,34.0,0.512,78.0,36.52,36.760000000000005,35.86000000000001,0.9,0.85,1.1,1
1702,34.02,0.522,78.1,36.95,37.36,36.120000000000005,1.24,0.33,0.47,1
1703,34.04,0.533,66.7,36.9,37.33,36.49,0.84,0.86,1.11,1
1704,34.06,0.56,82.7,37.67,38.04,36.79,1.25,0.64,0.77,0
1705,34.08,0.528,77.6,37.71,38.11,37.42,0.69,0.52,0.74,0
1706,34.1,0.499,78.7,36.5,36.93,36.16,0.77,0.57,0.82,0
1707,34.12,0.548,71.2,37.33,37.83,36.8,1.03,0.78,1.01,0
1708,34.14,0.613,78.1,36.98,37.61,36.74,0.87,0.26,0.4,1
1709,34.16,0.515,80.6,36.09,36.040000000000006,35.56,0.48,0.81,1.07,1
1710,34.18,0.476,74.5,36.45,37.07,36.150000000000006,0.92,0.64,0.87,0
1711,34.2,0.584,85.0,37.97,38.03,37.88,0.15,0.75,0.83,1
1712,34.22,0.526,75.2,36.98,37.44,36.93,0.51,0.34,0.55,1
1713,34.24,0.427,80.7,37.3,38.17,36.96,1.21,0.57,0.91,1
1714,34.26,0.581,76.5,36.69,37.08,36.21,0.87,0.25,0.51,0
1715,34.28,0.515,77.9,36.53,36.97,36.4,0.57,0.78,0.96,1
1716,34.3,0.541,66.6,36.81,37.150000000000006,36.370000000000005,0.78,0.45,0.68,1
1717,34.32,0.565,76.9,36.67,37.2,36.23,0.97,0.45,0.63,1
1718,34.34,0.562,71.3,36.05,36.52,35.68,0.84,0.31,0.56,1
1719,34.36,0.591,70.8,36.3,36.56,36.09,0.47,0.67,0.83,0
1720,34.38,0.537,83.7,37.15,37.53,36.7,0.83,0.61,0.87,0
1721,34.4,0.588,73.9,36.61,36.79,36.24,0.55,0.49,0.74,1
1722,34.42,0.552,70.0,36.81,37.190000000000005,36.21,0.98,0.64,0.87,0
1723,34.44,0.606,73.2,36.92,37.24,36.78,0.46,0.48,0.78,0
1724,34.46,0.603,68.5,36.96,37.39,36.54,0.85,0.34,0.59,1
1725,34.48,0.528,82.2,37.37,37.63,37.22,0.41,0.55,0.8,1
1726,34.5,0.633,71.5,36.25,36.61,35.9,0.71,0.85,1.11,0
1727,34.52,0.555,77.6,37.09,37.49,36.91,0.58,0.75,0.99,1
1728,34.54,0.625,81.8,37.18,37.6,36.96,0.64,0.67,0.89,1
1729,34.56,0.607,72.5,37.29,37.74,36.89,0.85,0.64,0.81,1
1730,34.58,0.683,77.7,36.09,36.46,35.800000000000004,0.66,0.55,0.72,0
1731,34.6,0.583,69.8,36.93,37.17,36.24,0.93,0.71,0.93,1
1732,34.62,0.58,87.2,37.66,38.08,37.02,1.06,0.68,0.91,0
1733,34.64,0.6,79.7,36.75,37.11,36.19,0.92,0.59,0.79,1
1734,34.66,0.589,74.0,37.04,37.64,36.48,1.16,0.63,0.81,1
1735,34.68,0.647,71.1,37.19,37.82,36.76,1.06,0.36,0.55,0
1736,34.7,0.53,74.4,36.29,36.42,35.63,0.79,0.53,0.73,0
1737,34.72,0.561,73.3,37.72,38.24,37.38,0.86,0.42,0.63,1
1738,34.74,0.564,84.8,37.05,37.61,36.23,1.38,0.42,0.61,1
1739,34.76,0.668,68.9,37.06,37.190000000000005,36.85,0.34,0.67,0.93,0
1740,34.78,0.709,75.7,35.97,36.49,35.8,0.69,0.41,0.6,0
1741,34.8,0.621,74.9,37.2,37.78,37.080000000000005,0.7,0.72,0.89,1
1742,34.82,0.621,74.4,37.05,37.26,36.89,0.37,0.75,0.95,0
1743,34.84,0.636,74.5,37.61,37.96,37.54,0.42,0.59,0.73,0
1744,34.86,0.694,74.4,36.64,37.08,36.2,0.88,0.51,0.81,0
1745,34.88,0.592,79.4,36.31,36.82,35.74,1.08,0.75,0.98,1
1746,34.9,0.654,78.0,36.46,36.66,36.05,0.61,0.68,0.88,0
1747,34.92,0.694,77.1,36.55,37.18,36.43,0.75,0.78,1.05,1
1748,34.94,0.673,59.8,36.24,36.23,35.93,0.3,0.44,0.63,1
1749,34.96,0.66,76.5,37.45,38.11,36.88,1.23,0.56,0.76,0
1750,34.98,0.704,66.7,37.46,37.97,37.13,0.84,0.57,0.73,0
1751,35.0,0.522,78.2,36.7,36.98,36.46,0.52,0.63,0.78,1
1752,35.02,0.694,82.4,36.6,37.17,36.5,0.67,0.69,0.9,0
1753,35.04,0.63,70.4,35.89,36.08,35.57,0.51,0.62,0.87,1
1754,35.06,0.574,73.7,37.15,37.57,36.89,0.68,0.8,0.96,1
1755,35.08,0.695,72.0,37.63,38.080000000000005,37.25,0.83,0.54,0.73,0
1756,35.1,0.741,81.2,36.48,36.93,35.98,0.95,0.44,0.63,0
1757,35.12,0.668,75.5,36.74,36.97,36.4,0.57,0.5,0.74,1
1758,35.14,0.725,83.6,37.02,37.32,36.580000000000005,0.74,0.48,0.66,1
1759,35.16,0.761,77.1,37.66,38.09,37.17,0.92,0.53,0.77,1
1760,35.18,0.749,76.2,36.9,37.15,36.75,0.4,0.56,0.8,0
1761,35.2,0.769,75.3,36.9,37.35,36.12,1.23,0.57,0.74,0
1762,35.22,0.727,79.1,36.89,37.17,36.64,0.53,0.63,0.82,0
1763,35.24,0.696,66.3,36.09,36.690000000000005,35.59,1.1,0.53,0.73,1
1764,35.26,0.615,75.4,36.08,36.79,35.91,0.88,0.76,0.94,1
1765,35.28,0.686,74.6,36.4,36.74,35.98,0.76,0.31,0.47,1
1766,35.3,0.659,78.6,37.31,37.89,36.88,1.01,0.27,0.54,0
1767,35.32,0.812,74.1,36.63,36.99,35.900000000000006,1.09,0.75,0.86,1
1768,35.34,0.698,69.8,36.54,36.75,36.19,0.56,0.74,0.95,1
1769,35.36,0.716,75.0,36.53,36.84,35.870000000000005,0.97,0.79,1.06,1
1770,35.38,0.74,69.6,36.73,37.15,36.27,0.88,0.7,0.86,0
1771,35.4,0.717,65.4,37.65,37.69,36.88,0.81,0.6,0.8,0
1772,35.42,0.803,78.6,36.72,37.25,36.68,0.57,0.56,0.81,1
1773,35.44,0.69,77.9,36.41,36.83,35.91,0.92,0.36,0.41,0
1774,35.46,0.733,77.3,36.81,37.41,36.940000000000005,0.47,0.62,0.82,1
1775,35.48,0.689,81.5,37.68,38.2,37.29,0.91,0.38,0.5,0
1776,35.5,0.663,71.7,36.55,36.97,35.95,1.02,0.97,1.22,1
1777,35.52,0.701,67.8,36.21,36.54,35.52,1.02,0.45,0.61,0
1778,35.54,0.733,74.6,36.55,37.25,36.0,1.25,0.59,0.88,1
1779,35.56,0.716,73.3,36.86,37.69,36.52,1.17,0.83,0.98,1
1780,35.58,0.705,70.8,37.14,37.47,36.63,0.84,0.55,0.77,1
1781,35.6,0.672,74.6,37.3,37.91,36.4,1.51,0.55,0.71,1
1782,35.62,0.741,71.9,36.28,36.54,35.86,0.68,0.21,0.4,1
1783,35.64,0.673,65.8,36.32,36.6,35.73,0.87,0.4,0.6,0
1784,35.66,0.789,72.8,36.64,36.96,36.33,0.63,0.68,0.88,1
1785,35.68,0.757,69.3,37.14,37.68,36.53,1.15,0.85,1.13,0
1786,35.7,0.683,76.2,36.17,36.36,35.59,0.77,0.47,0.74,1
1787,35.72,0.743,71.7,36.5,37.21,36.22,0.99,0.63,0.79,1
1788,35.74,0.723,80.6,36.5,37.09,35.94,1.15,1.01,1.21,0
1789,35.76,0.78,83.0,37.27,37.8,36.71,1.09,0.69,0.83,1
1790,35.78,0.833,78.4,37.06,37.400000000000006,36.510000000000005,0.89,0.75,0.88,1
1791,35.8,0.675,67.2,37.25,37.82,36.86,0.96,0.49,0.66,1
1792,35.82,0.777,82.5,37.47,37.29,36.82,0.47,0.83,1.11,1
1793,35.84,0.766,82.9,36.65,37.14,36.44,0.7,0.5,0.62,0
1794,35.86,0.81,75.1,36.21,36.64,35.81,0.83,0.47,0.7,1
1795,35.88,0.79,81.6,36.21,36.23,35.79,0.44,0.82,1.04,1
1796,35.9,0.744,72.2,35.88,36.36,35.25,1.11,0.5,0.66,0
1797,35.92,0.768,65.7,36.57,37.09,36.36,0.73,0.6,0.83,0
1798,35.94,0.747,71.2,36.61,36.64,36.16,0.48,0.84,1.07,0
1799,35.96,0.843,83.6,37.19,37.35,36.89,0.46,0.46,0.66,1
1800,35.98,0.792,67.5,36.81,37.620000000000005,36.39,1.23,0.56,0.75,0
1801,36.0,0.889,75.0,36.55,36.91,36.07,0.84,0.51,0.7,1
1802,36.02,0.793,75.2,36.74,37.34,36.6,0.74,0.55,0.71,1
1803,36.04,0.763,72.4,36.28,36.91,35.63,1.28,0.61,0.82,0
1804,36.06,0.725,72.8,37.31,37.79,36.82,0.97,0.8,0.97,1
1805,36.08,0.713,75.4,36.41,37.01,36.18,0.83,0.85,1.06,0
1806,36.1,0.726,72.2,36.23,36.21,35.9,0.31,0.62,0.79,1
1807,36.12,0.821,67.9,37.21,37.56,36.51,1.05,0.49,0.66,1
1808,36.14,0.836,76.1,37.09,36.870000000000005,36.61000000000001,0.26,0.7,0.87,0
1809,36.16,0.734,80.4,35.94,35.989999999999995,35.73,0.26,0.6,0.86,1
1810,36.18,0.86,79.3,37.23,37.52,36.99,0.53,0.61,0.74,1
1811,36.2,0.793,71.0,36.43,36.7,35.91,0.79,0.45,0.74,1
1812,36.22,0.827,68.7,36.61,37.02,36.06,0.96,0.36,0.6,0
1813,36.24,0.903,73.6,36.89,37.29,36.42,0.87,0.6,0.72,1
1814,36.26,0.869,82.8,37.09,37.52,36.75,0.77,0.44,0.61,0
1815,36.28,0.813,78.2,37.02,37.45,36.46,0.99,0.52,0.64,0
1816,36.3,0.784,78.5,36.78,37.25,36.44,0.81,0.82,1.05,0
1817,36.32,0.723,79.4,36.59,36.8,36.36000000000001,0.44,0.59,0.85,1
1818,36.34,0.797,77.1,37.01,37.27,36.29,0.98,0.77,0.98,1
1819,36.36,0.825,75.6,36.74,37.13,36.24,0.89,0.64,0.9,0
1820,36.38,0.788,78.3,37.7,38.1,37.46,0.64,0.69,0.9,0
1821,36.4,0.833,72.3,37.09,37.27,36.66,0.61,0.52,0.77,1
1822,36.42,0.846,67.9,36.34,36.96,35.93000000000001,1.03,0.77,0.98,1
1823,36.44,0.833,78.6,36.56,37.1,36.23,0.87,0.65,0.85,0
1824,36.46,0.814,81.2,36.82,37.05,36.37,0.68,0.56,0.8,0
1825,36.48,0.857,69.4,37.45,37.81,37.24,0.57,0.65,0.84,0
1826,36.5,0.873,79.1,37.51,38.31,36.94,1.37,0.49,0.76,1
1827,36.52,0.798,83.4,36.6,37.03,36.2,0.83,0.56,0.74,0
1828,36.54,0.925,75.0,36.33,36.81,36.25,0.56,0.59,0.82,0
1829,36.56,0.852,70.9,36.27,36.55,35.92,0.63,0.52,0.68,0
1830,36.58,0.86,75.6,36.93,37.27,36.65,0.62,0.83,0.95,1
1831,36.6,0.896,72.2,37.95,38.650000000000006,38.150000000000006,0.5,0.54,0.76,1
1832,36.62,0.874,71.9,37.07,37.49,36.7,0.79,0.91,1.02,1
1833,36.64,0.912,77.2,36.0,36.39,35.39,1.0,0.61,0.92,0
1834,36.66,0.881,67.0,36.44,36.84,36.06,0.78,0.56,0.74,1
1835,36.68,0.838,67.8,36.49,37.4,35.95,1.45,0.52,0.72,0
1836,36.7,0.889,75.1,36.39,36.8,35.99,0.81,0.66,0.84,0
1837,36.72,0.816,74.9,36.61,36.84,36.3,0.54,0.73,0.94,1
1838,36.74,0.88,76.7,36.98,37.25,36.73,0.52,0.22,0.44,1
1839,36.76,0.875,84.4,37.14,37.7,37.0,0.7,0.6,0.76,0
1840,36.78,0.868,75.5,37.35,37.46,36.76,0.7,0.3,0.37,1
1841,36.8,0.874,78.0,37.06,37.55,36.510000000000005,1.04,0.75,0.89,0
1842,36.82,0.788,70.1,35.82,36.08,35.48,0.6,0.75,0.93,0
1843,36.84,0.857,78.8,36.27,36.3,36.27,0.03,0.61,0.82,0
1844,36.86,0.891,72.4,36.72,36.92,36.23,0.69,0.63,0.84,0
1845,36.88,0.896,75.4,36.87,37.28,36.65,0.63,0.39,0.63,0
1846,36.9,0.838,74.5,37.23,37.91,36.8,1.11,0.52,0.64,1
1847,36.92,0.955,80.2,36.82,37.4,36.73,0.67,0.51,0.67,0
1848,36.94,0.85,68.5,36.83,37.17,36.41,0.76,0.53,0.71,1
1849,36.96,0.944,63.6,36.92,37.510000000000005,36.55,0.96,0.73,1.01,1
1850,36.98,0.918,73.9,36.67,37.0,36.75,0.25,0.79,1.13,0
1851,37.0,0.866,77.3,36.84,36.95,36.120000000000005,0.83,0.69,0.82,0
1852,37.02,0.989,75.8,37.36,37.76,37.03,0.73,0.55,0.8,1
1853,37.04,0.843,81.2,36.76,36.86,36.41,0.45,0.49,0.69,0
1854,37.06,0.95,77.2,36.78,37.34,36.27,1.07,0.61,0.84,0
1855,37.08,0.956,72.2,36.78,37.34,36.39,0.95,0.64,0.77,0
1856,37.1,0.874,63.4,37.45,37.67,36.98,0.69,0.57,0.84,1
1857,37.12,0.979,73.8,36.25,36.68,36.08,0.6,0.5,0.59,1
1858,37.14,0.898,80.1,37.69,38.12,37.32,0.8,0.69,0.82,1
1859,37.16,0.927,73.0,36.21,36.78,36.19,0.59,0.71,0.9,0
1860,37.18,0.927,75.1,36.47,36.62,36.12,0.5,0.4,0.57,1
1861,37.2,0.909,77.1,37.17,37.690000000000005,36.48,1.21,0.54,0.74,1
1862,37.22,0.958,69.9,37.32,37.46,37.22,0.24,0.72,0.89,1
1863,37.24,0.958,78.1,36.1,36.66,35.77,0.89,0.75,0.93,0
1864,37.26,0.833,83.2,36.25,36.86,36.27,0.59,0.61,0.8,1
1865,37.28,0.987,74.1,36.94,37.21,36.54,0.67,0.65,0.84,1
1866,37.3,0.84,69.4,37.97,38.61,37.48,1.13,0.64,0.85,0
1867,37.32,0.977,74.7,37.42,37.510000000000005,36.940000000000005,0.57,0.74,0.98,1
1868,37.34,0.983,63.9,36.68,37.3,36.4,0.9,0.43,0.59,1
1869,37.36,0.873,76.7,35.59,36.28,35.620000000000005,0.66,0.64,0.91,0
1870,37.38,0.909,77.3,36.84,37.31,36.690000000000005,0.62,0.47,0.67,1
1871,37.4,0.876,83.4,36.98,37.34,36.33,1.01,0.76,1.02,1
1872,37.42,0.922,74.0,36.61,37.07,36.03,1.04,0.44,0.62,1
1873,37.44,0.918,77.0,36.37,36.65,35.989999999999995,0.66,0.66,0.82,1
1874,37.46,0.974,70.7,36.88,37.8,36.45,1.35,0.47,0.67,1
1875,37.48,1.002,73.2,36.33,36.61,36.14,0.47,0.71,1.04,0
1876,37.5,1.008,67.4,37.74,38.4,37.080000000000005,1.32,0.67,0.8,0
1877,37.52,0.911,74.0,37.56,37.81,37.3,0.51,0.64,0.87,0
1878,37.54,0.93,73.5,37.13,37.85,36.64,1.21,0.89,1.1,1
1879,37.56,0.858,76.5,36.84,37.64,36.71,0.93,0.49,0.71,0
1880,37.58,0.903,71.9,36.47,36.95,36.11,0.84,0.74,0.88,0
1881,37.6,0.993,75.4,36.79,37.25,36.14,1.11,0.78,1.0,1
1882,37.62,1.027,73.3,37.62,37.83,37.41,0.42,0.74,0.95,1
1883,37.64,0.886,73.3,37.23,37.41,36.68,0.73,0.5,0.63,0
1884,37.66,0.919,75.4,36.9,37.36,36.72,0.64,0.56,0.77,0
1885,37.68,0.949,75.2,37.26,37.95,37.04,0.91,0.51,0.7,1
1886,37.7,0.965,78.8,37.07,37.36,36.67,0.69,0.56,0.74,1
1887,37.72,0.912,74.4,37.0,37.84,36.41,1.43,0.47,0.67,0
1888,37.74,0.975,73.3,37.29,37.57,36.95,0.62,0.55,0.8,0
1889,37.76,0.931,74.1,37.06,37.510000000000005,36.54,0.97,0.82,1.04,0
1890,37.78,0.955,71.4,37.23,37.68,36.6,1.08,0.55,0.7,1
1891,37.8,0.984,73.2,36.88,37.260000000000005,36.63,0.63,0.62,0.84,0
1892,37.82,0.959,85.2,36.67,36.66,36.58,0.08,0.49,0.69,1
1893,37.84,0.938,70.4,36.53,36.81,36.2,0.61,0.6,0.77,0
1894,37.86,0.955,73.6,36.47,36.91,35.82,1.09,0.72,0.86,1
1895,37.88,0.957,73.1,36.0,36.38,35.76,0.62,0.67,0.91,1
1896,37.9,0.944,73.8,36.34,36.870000000000005,35.74,1.13,0.81,0.98,1
1897,37.92,0.951,73.3,36.33,36.88,35.98,0.9,0.42,0.67,0
1898,37.94,1.045,76.4,36.55,36.9,35.8,1.1,0.49,0.64,1
1899,37.96,0.994,66.4,37.58,37.79,36.73,1.06,0.54,0.84,1
1900,37.98,0.952,80.2,36.72,37.43,36.11,1.32,0.83,1.16,0
1901,38.0,1.003,78.2,36.92,37.05,36.85,0.2,0.64,0.87,0
1902,38.02,0.952,68.8,36.94,37.22,37.02,0.2,0.39,0.65,1
1903,38.04,1.029,63.7,37.59,37.82,37.18000000000001,0.64,0.76,0.94,1
1904,38.06,0.989,70.1,36.51,37.06,35.93,1.13,0.62,0.79,0
1905,38.08,0.966,73.8,36.69,37.35,36.19,1.16,0.73,0.99,1
1906,38.1,0.995,87.9,36.75,37.12,36.49,0.63,0.84,1.05,0
1907,38.12,0.895,77.7,37.37,37.82,37.27,0.55,0.45,0.58,1
1908,38.14,0.918,66.0,37.47,37.96,36.88,1.08,0.84,1.04,1
1909,38.16,0.916,71.6,37.04,37.8,36.27,1.53,0.59,0.73,0
1910,38.18,0.983,74.7,37.42,37.47,37.15,0.32,0.54,0.73,0
1911,38.2,1.064,76.3,36.89,37.44,36.32,1.12,0.62,0.87,1
1912,38.22,1.09,68.4,36.71,37.19,35.79,1.4,0.42,0.69,1
1913,38.24,1.011,74.3,37.39,37.72,37.03,0.69,0.6,0.81,1
1914,38.26,1.005,71.4,37.04,37.51,36.67,0.84,0.56,0.83,1
1915,38.28,0.89,69.5,36.43,36.98,35.92,1.06,0.46,0.64,0
1916,38.3,0.954,76.3,37.3,37.82,36.96,0.86,0.5,0.79,1
1917,38.32,0.943,78.9,36.7,37.53,36.03,1.5,0.77,0.93,0
1918,38.34,0.952,79.2,36.63,37.06,36.31,0.75,0.57,0.73,0
1919,38.36,0.975,77.9,37.25,37.66,36.86,0.8,0.45,0.63,0
1920,38.38,0.961,72.5,36.76,37.12,36.65,0.47,0.67,0.83,1
1921,38.4,0.886,78.6,36.99,37.5,36.64,0.86,0.71,0.94,1
1922,38.42,1.023,76.5,37.13,37.52,36.93,0.59,0.6,0.86,1
1923,38.44,0.933,75.7,36.41,36.81,35.94,0.87,0.41,0.61,1
1924,38.46,0.999,71.9,36.99,37.39,36.92,0.47,0.22,0.44,1
1925,38.48,1.091,72.5,37.47,37.84,36.87,0.97,0.46,0.59,0
1926,38.5,0.942,75.4,36.32,36.6,36.09,0.51,0.76,0.96,0
1927,38.52,0.862,87.2,37.02,37.5,36.260000000000005,1.24,0.74,1.03,1
1928,38.54,0.975,76.5,36.39,36.73,35.72,1.01,0.48,0.75,1
1929,38.56,1.045,71.9,37.31,37.830000000000005,36.8,1.03,0.56,0.71,0
1930,38.58,1.088,70.8,37.31,37.73,37.22,0.51,0.7,0.88,1
1931,38.6,0.93,72.5,36.62,36.94,36.35,0.59,0.58,0.95,0
1932,38.62,1.016,85.9,37.9,38.61,37.68,0.93,0.74,0.96,0
1933,38.64,0.969,73.0,37.35,37.73,37.1,0.63,0.59,0.87,1
1934,38.66,0.987,79.5,37.15,37.67,36.43,1.24,0.67,0.95,1
1935,38.68,1.125,73.1,37.13,37.39,36.760000000000005,0.63,0.55,0.69,0
1936,38.7,0.918,76.3,37.29,37.28,37.02,0.26,0.48,0.72,1
1937,38.72,1.007,79.0,36.3,36.59,36.05,0.54,0.77,0.98,1
1938,38.74,1.018,72.1,36.9,36.87,36.61,0.26,0.37,0.66,0
1939,38.76,1.049,71.8,36.99,37.34,36.48,0.86,0.51,0.81,1
1940,38.78,1.0,83.3,36.6,37.29,36.53,0.76,0.59,0.75,0
1941,38.8,1.011,79.9,37.03,37.25,36.61,0.64,0.73,1.1,0
1942,38.82,0.976,79.0,37.42,37.4,36.940000000000005,0.46,0.47,0.68,1
1943,38.84,1.01,78.9,36.59,37.290000000000006,36.540000000000006,0.75,0.62,0.85,0
1944,38.86,0.979,77.3,36.77,37.07,36.650000000000006,0.42,0.39,0.46,0
1945,38.88,1.028,85.1,36.39,36.79,36.0,0.79,0.67,0.92,1
1946,38.9,0.979,75.2,35.91,36.47,35.22,1.25,0.87,0.96,1
1947,38.92,1.016,77.9,37.19,37.69,36.55,1.14,0.31,0.5,1
1948,38.94,0.996,67.7,36.79,37.34,36.51,0.83,0.49,0.66,0
1949,38.96,1.054,70.9,36.82,37.4,36.14,1.26,0.73,0.95,0
1950,38.98,0.996,69.0,36.31,36.36,35.97,0.39,1.04,1.25,0
1951,39.0,0.91,81.4,36.71,36.83,36.38,0.45,0.69,0.92,1
1952,39.02,1.062,62.2,37.35,37.98,36.93,1.05,0.49,0.75,0
1953,39.04,0.954,73.0,36.8,37.04,36.23,0.81,0.58,0.73,0
1954,39.06,0.966,60.0,36.81,37.080000000000005,36.53,0.55,0.42,0.61,0
1955,39.08,0.969,70.8,36.9,37.05,36.58,0.47,0.72,0.88,0
1956,39.1,1.068,72.5,36.18,36.5,36.03,0.47,0.76,0.91,0
1957,39.12,0.893,81.9,37.11,37.44,36.64,0.8,0.81,1.11,1
1958,39.14,1.157,77.0,36.17,36.38,35.58,0.8,0.55,0.69,0
1959,39.16,1.053,70.8,36.33,36.52,35.73,0.79,0.48,0.64,1
1960,39.18,1.011,80.3,36.28,36.74,36.15,0.59,0.82,1.13,0
1961,39.2,0.997,75.1,36.71,36.95,36.39,0.56,0.81,1.0,0
1962,39.22,1.014,75.2,36.62,36.9,35.97,0.93,0.45,0.65,0
1963,39.24,1.026,69.0,36.8,36.76,36.35,0.41,0.54,0.76,1
1964,39.26,1.032,70.0,36.35,37.14,35.940000000000005,1.2,0.72,0.86,1
1965,39.28,1.028,70.9,37.3,37.89,36.9,0.99,0.56,0.71,0
1966,39.3,1.004,75.2,37.22,37.52,36.71,0.81,0.6,0.77,0
1967,39.32,0.99,75.4,36.71,36.93,36.25,0.68,0.38,0.63,1
1968,39.34,0.992,82.7,36.56,36.96,36.28,0.68,0.43,0.66,0
1969,39.36,0.99,76.9,36.51,36.91,35.93,0.98,0.59,0.76,1
1970,39.38,1.056,61.5,36.64,36.78,36.48,0.3,0.5,0.69,1
1971,39.4,1.029,76.3,36.1,35.99,35.440000000000005,0.55,0.43,0.67,1
1972,39.42,0.853,67.7,36.32,36.61,36.1,0.51,0.55,0.63,1
1973,39.44,1.032,70.2,37.23,37.32,36.72,0.6,0.47,0.69,1
1974,39.46,1.009,70.9,36.95,37.38,36.580000000000005,0.8,0.6,0.84,1
1975,39.48,0.998,71.7,37.62,38.06,37.32,0.74,0.75,0.9,0
1976,39.5,0.98,68.1,36.65,36.86,35.98,0.88,0.55,0.78,1
